768571,x,-23.506088873829626
768572,z,-91.7374474738832
768573,y,53.89385890073273
768573,z,-106.59457879780855
768571,y,56.05555609335533
768572,x,-20.072877769857165
768574,z,-93.07516398811333
768571,z,-72.96235278244171
768575,z,-113.38931965125077
768576,y,52.441164423970704
768576,z,-123.97690456076268
768577,x,-23.344038989900614
768578,x,-24.99401389759903
768578,z,-95.00951027120567
768574,x,-22.044067451685393
768577,y,56.85328418177066
768576,x,-24.587484781530772
768572,y,55.867587472216734
768573,x,-22.19427076391857
768574,y,53.46080752590652
768575,y,56.028206526849864
768580,y,50.09586552744354
768575,x,-16.181773306911726
768582,y,54.999176692879026
768581,x,-20.326933620404795
768582,x,-19.876327323965292
768583,z,-70.24794638506624
768577,z,-94.12617677775611
768582,z,-82.44698146893245
768583,x,-16.925255009076693
768578,y,59.87911093768543
768583,y,57.96490582394591
768581,z,-67.75068676710735
768584,x,-23.78443745567743
768585,x,-24.898320239906887
768584,z,-117.4029656328489
768585,y,58.98129447495956
768580,x,-18.76155046163964
768584,y,58.31272379294705
768586,x,-24.283337156008024
768587,x,-15.75449916789848
768590,x,-17.215832334494813
768590,y,52.02900397758497
768587,z,-110.59672796726045
768591,y,58.49338262037552
768588,x,-24.966885718986127
768588,z,-134.97096872046396
768589,z,-101.8902246311838
768585,z,-110.0280613127642
768586,y,53.02403903997986
768586,z,-133.7274751257105
768588,y,51.96170063569351
768590,z,-107.28831957977926
768593,y,55.675246705638656
768593,z,-120.35682076525744
768594,x,-15.671177249396251
768587,y,56.65848152089297
768591,x,-15.841507600378382
768591,z,-108.44612568766021
768595,y,53.87946592367737
768596,y,51.11171305639092
768594,y,56.241404614402505
768589,x,-23.477698521768875
768589,y,50.42247502358838
768597,y,54.28542001999318
768592,z,-135.45636169963333
768593,x,-18.79240788537895
768595,z,-131.21285769460385
768599,y,51.761158473375964
768592,y,51.46795615066821
768595,x,-23.230644982514832
768592,x,-16.313827393933458
768600,z,-81.4550912146641
768599,x,-23.037134912652448
768602,z,-100.16992210706242
768596,x,-19.851413778204485
768596,z,-89.67118691132508
768597,x,-19.550787396461917
768599,z,-109.82741890808866
768602,x,-24.42231752215656
768603,y,54.11133900790443
768598,x,-22.251357422420075
768601,x,-21.162379866078133
768603,x,-22.36404703955182
768604,x,-24.68554908873338
768597,z,-67.16294137844827
768598,y,51.140437850040065
768600,x,-23.259302500234213
768601,y,53.287537770462166
768603,z,-75.10241856803636
768604,z,-100.86585861374735
768600,y,59.49999815190861
768606,x,-21.593403983740334
768606,y,59.66902026868249
768601,z,-75.63680619859781
768605,y,51.68386258905505
768607,x,-22.090715747025943
768602,y,52.06437992397796
768608,x,-23.934986993974036
768610,z,-113.67577781471633
768604,y,54.56521248649418
768606,z,-89.78020526252264
768607,z,-94.35722057487354
768611,x,-18.907593286481355
768611,z,-91.46408429046876
768605,x,-21.910338102483067
768605,z,-125.41104804398032
768607,y,52.428451293554645
768609,y,59.0334532781048
768609,z,-134.04759892225508
768612,z,-74.44390493523298
768613,z,-84.00348148136692
768608,y,56.35409603824936
768609,x,-22.06708874808027
768613,x,-16.735765366528017
768615,x,-21.188644550953434
768610,y,56.261638621102975
768611,y,58.084113386863066
768612,y,51.42437274361381
768614,z,-110.8238673045983
768617,x,-15.344066501386601
768610,x,-24.153180574525113
768614,x,-16.41811922750709
768614,y,58.66856593865468
768615,y,56.66512090581054
768617,y,54.140790198478626
768617,z,-100.39481017659189
768619,y,55.427938565492695
768613,y,52.48067683584715
768615,z,-117.71584477348185
768616,x,-17.154627069730495
768616,y,53.55392513862518
768622,z,-109.79137149139255
768619,x,-18.83125769525098
768622,y,55.4361499809332
768618,x,-24.46481416981569
768620,z,-78.23907575648278
768621,y,53.57765417139637
768621,z,-116.28074811732291
768619,z,-99.49170398926537
768621,x,-24.876551291721142
768623,y,50.72720718434715
768626,x,-21.65287986802968
768618,y,51.13860018795382
768620,y,55.35406980169803
768624,y,51.980870280493825
768623,z,-85.04045351040779
768624,z,-86.46986360538024
768627,x,-17.747650082613145
768628,x,-16.279673612101895
768625,z,-91.38182019528378
768629,z,-118.22792450482386
768623,x,-23.498196983609674
768625,x,-23.357231084189195
768630,y,56.19517725467358
768622,x,-19.684326226613095
768627,y,52.891638032579365
768629,x,-15.955498393429892
768632,z,-102.82187019789365
768626,z,-77.33272149212851
768625,y,59.8412376062594
768626,y,52.082585916246785
768628,z,-109.70518770692722
768629,y,51.762199383172174
768630,z,-133.7447834929612
768634,x,-21.776537779122645
768634,z,-76.0130352563317
768628,y,55.97255130576552
768636,z,-95.24035243481164
768630,x,-20.841415716919858
768632,y,51.33858977927655
768633,y,57.536810414093125
768638,z,-97.59389924226282
768633,z,-73.68246813185885
768632,x,-24.09834731257605
768634,y,55.803230911104514
768635,x,-24.627102595206466
768637,y,52.64433533681458
768636,x,-17.258255510166755
768635,y,58.948255026888035
768635,z,-89.4412734485995
768641,z,-128.74272562551886
768636,y,55.70822152714614
768643,x,-15.749520573782096
768637,x,-22.449557149199475
768639,x,-17.524774658728113
768639,z,-101.47930818608599
768640,y,58.26506841327762
768640,z,-67.04648235630678
768643,z,-88.30588796756741
768637,z,-64.47631278923606
768638,x,-23.214745517608193
